login_frequency,quiz_attempts,assignment_submission_rate,time_on_platform,forum_participation,video_completion_rate,grade_trend,absenteeism_rate,help_seeking_behavior,burnout_risk
11,3,64.82663028674494,406,3,57.13089605237022,0,14.038278420257011,1,1
7,0,81.15964267830347,69,2,49.826010875078325,-1,3.004172845735182,0,0
15,4,77.82999640352908,182,4,58.568294847732844,-1,17.062132268221163,1,0
7,1,71.89245139875918,147,0,51.65557319689623,0,6.807227750866854,0,1
12,3,81.04181015814645,318,0,55.25992511071013,1,19.40999944705157,1,1
4,3,74.66073824554499,150,2,28.31077454763049,0,21.589678730153736,0,0
6,2,59.96793659971803,141,1,91.33677543783948,0,25.403609061715407,1,1
12,5,76.70587971047487,241,2,77.90815013709413,0,20.37706650512417,1,1
14,5,68.36349799955372,384,0,71.2879680423898,0,15.800579625110725,0,1
12,5,84.77977685933108,345,2,95.49324738770258,1,28.245698181930393,1,1
11,3,74.12758290111213,313,0,35.595489872155426,0,29.404677394012765,1,1
10,4,95.33957768969262,235,2,17.30434698042528,-1,4.472928272971606,0,0
6,0,100.0,56,2,84.35247943197984,0,32.6207780763397,3,0
9,3,90.15257647614287,158,1,99.85752672843294,1,27.29046158974032,1,1
10,3,63.38768581620016,363,0,62.05891942181795,0,6.468859965228212,1,1
16,8,100.0,423,0,15.292844912141367,0,0.0,0,0
13,4,100.0,291,2,80.24212361394471,-1,27.044724099051603,1,1
4,4,82.22548613569529,135,2,16.637414396125738,-1,17.062456376274373,2,1
13,4,97.87511392402638,207,4,58.60125876333531,1,10.44655964755147,0,0
10,2,75.37989834343986,231,1,34.97792267894744,0,18.13926446629339,1,1
9,5,59.605048781804925,234,2,92.35241025331558,0,26.86278271231893,0,1
14,2,72.87658673654087,300,2,50.61980919335365,0,0.0,1,0
16,5,100.0,412,0,90.8617013630698,1,16.26183157253597,0,1
15,3,64.10704091666231,352,2,36.917297672911076,-1,15.57403977019311,0,1
8,4,81.99425538317793,110,0,44.86263254392161,1,29.96456059372569,2,1
10,6,82.40972672008255,264,1,95.24072694223725,0,23.28532777123516,0,1
13,3,75.84430907238625,186,0,28.118300583847184,1,23.192281477032566,0,1
15,9,76.67774080195463,394,3,62.06510364860306,1,10.561430605030509,0,1
10,4,82.86698961083444,359,2,44.965929570410026,0,21.695784305050843,0,0
11,4,75.25405189678327,250,4,79.67501965618546,-1,10.148557345718578,0,1
7,1,64.93529803398482,109,2,21.636673405422165,-1,13.912596369760635,1,1
7,7,84.58038331532147,167,1,49.34934721042016,1,20.738875295691603,0,1
15,4,94.88039898933967,275,0,72.90393641607369,-1,15.853823104349905,2,1
17,4,92.43487022384105,505,0,46.63146115055438,0,18.16237251021202,0,1
11,4,72.28317439132226,261,1,15.267856534783903,-1,28.13044386990526,2,1
16,3,66.98526501546789,618,1,73.46010352018095,0,11.350339182018509,1,1
13,1,78.58974541414266,445,1,55.28784949164848,-1,4.624003044421027,1,0
9,3,100.0,213,4,11.017781801209049,1,5.93237937082875,1,1
13,9,89.74717694751455,399,0,65.13903057055357,1,3.7552353004657473,1,0
18,2,90.4475761215308,393,2,92.78929202759078,0,31.07432550945298,0,1
11,7,92.67828342142593,277,2,19.99233533905201,0,21.54240754783208,0,1
18,2,87.04919875022304,397,0,63.160411150825205,0,25.705335735578863,0,1
1,5,83.44730257136294,31,1,75.58019935863673,1,23.912830354649167,0,1
15,0,89.94768275977562,546,1,16.36963031262749,0,13.015970136154607,1,0
12,3,75.44600674938377,376,0,12.035391234776768,0,31.298878685929793,2,1
10,9,65.02644386360416,323,1,51.777627998045254,0,8.090983046455934,2,1
12,6,90.67596321549188,388,2,81.20680185109275,1,35.12371447206125,2,1
4,8,96.8528572689907,117,1,24.46474690893955,0,16.237122516160117,0,0
11,5,68.58121672772762,174,2,85.29735449934306,0,32.886896662497804,1,1
13,5,91.8630577889908,501,3,69.09195298812365,0,4.508960627117201,2,0
17,5,100.0,670,0,39.89559590096371,0,10.685610210164436,0,1
9,2,81.97304557891455,208,3,56.424321864320454,0,0.0,0,0
8,9,72.18397378309905,176,0,96.90174817540645,0,25.422478330483997,0,1
9,5,83.47622408232107,269,2,29.479327356910492,0,17.532190905531557,1,1
15,1,75.39359238159159,441,0,54.95818579696362,1,35.166124234609775,0,1
13,4,74.59923868052319,303,2,66.20379004968586,-1,10.16016608136729,0,1
9,5,87.19820880725851,134,2,22.421314492809962,0,28.370831775567943,1,1
14,3,62.75524629964126,384,4,13.916987976097868,0,15.799151045078805,3,0
12,5,64.67285293009327,352,3,11.211395763832416,0,14.062108116116512,0,1
15,3,82.23149056448732,462,2,39.22235709400146,0,12.106168652329258,0,0
9,4,81.73229753305083,250,0,16.655256503637883,1,6.548527472564938,1,1
10,3,86.12265492447924,228,2,82.33929572870032,0,18.742479186332694,0,1
10,1,100.0,329,3,99.75875744455713,1,17.113917363391902,0,0
6,5,83.25416843290985,153,1,15.517343956101762,1,0.0,1,1
13,3,89.17806580401754,276,1,48.94536483400957,0,0.0,1,0
13,2,70.29360477262442,306,2,12.315891068431728,1,11.870034178530455,1,0
12,2,91.21525196219845,132,1,22.059180168153688,0,26.619952675814986,1,1
11,4,75.68330961867187,258,2,39.063030481960666,0,17.220711166679422,0,1
6,2,82.85704999097312,183,0,45.432839175188484,1,1.972836932406942,2,0
10,4,80.69381649917005,277,0,94.58046517857761,0,0.0,1,1
10,3,94.39569081896838,371,1,45.62531278812063,-1,26.547963279335345,2,1
8,2,66.28028134750001,183,0,54.664989315166196,0,0.0,1,1
11,3,54.60113638461952,317,1,32.102503144647976,0,22.593402928021163,2,1
13,10,79.43880763494491,407,0,10.011262488091795,-1,20.690419584181278,0,1
19,4,87.6223750828615,800,1,90.94010110598217,1,31.34661024246238,1,1
12,5,83.82723250969,313,2,17.354328133267433,0,8.708507449720383,1,1
13,3,96.78645084896694,216,3,96.78239569326063,1,24.393053306312893,1,0
11,4,87.24847209015601,349,1,21.77596936902342,-1,28.99871878719101,0,1
4,4,75.23382001768168,159,3,64.43906326753962,0,1.6287382089875742,2,0
11,3,54.09495815032383,246,0,99.94695290709733,-1,16.33061965380494,0,1
12,6,79.15225318965739,380,3,22.461813646270826,0,14.596133602196403,2,1
21,3,94.33550802709358,731,2,48.15487764458418,0,4.36220808549562,1,0
11,5,77.29542660799463,364,0,80.23813020743289,1,17.643098021301896,2,1
13,3,82.33984316413317,338,1,12.897113486497144,0,3.3100864183129772,1,1
11,0,87.05632305168051,213,2,72.08044760260401,0,18.82162681360807,3,0
7,6,69.8164915090022,170,3,17.233600410171952,0,36.7375940771791,2,1
16,3,89.47883075966581,458,2,31.286812804590372,-1,12.95766513935139,0,1
15,2,100.0,483,1,24.40685462440244,0,14.0510869530891,2,0
15,5,79.92623977727912,415,1,91.66027884822427,-1,29.16508297550699,0,1
8,6,68.45122693801238,175,1,26.241104510351278,1,27.59487925425993,0,1
17,1,81.20078767573632,500,1,13.639068596364147,1,8.82354641122134,0,0
6,6,55.307390696693574,191,4,62.886311060298596,0,21.88215567500451,0,1
14,2,86.04283916771939,392,1,41.15628328687318,0,0.0,2,0
20,2,87.42729253178294,366,0,46.513559857722974,-1,4.9588167948756485,0,0
8,2,100.0,188,6,20.71564703762923,1,25.698813046722215,2,1
9,3,79.6720624892005,293,1,77.3411042289875,1,9.897750841005129,0,1
12,4,86.90182405775764,167,0,64.13982846791662,1,12.996681233969861,2,1
9,3,71.66454277136918,74,2,42.7795340273452,0,5.7567956298929115,0,1
5,3,77.72287455369906,185,1,25.441744938682238,0,4.152737627084502,1,1
12,1,63.697774760053626,349,5,63.41065652535043,0,0.0,2,0
7,4,79.66252454460117,208,2,80.07375515566396,1,11.36849526064432,0,1
13,7,78.33629015777723,213,1,38.115755548047545,1,19.65610344028402,0,1
8,6,85.59039719306675,247,3,12.327434518473739,0,17.468503026551332,0,1
18,6,74.51683743600833,489,0,29.29095862776856,1,6.67983925359621,0,1
8,5,83.0001442117011,98,1,71.41580370035463,1,0.710082624872312,1,0
10,3,77.99943933270801,363,2,99.01867397112304,0,11.261233339567426,1,1
15,2,78.02200734040584,394,1,11.203861546789888,1,1.7103164354979778,2,0
7,5,82.96434791155636,152,4,37.553820591889064,0,7.324293521138588,1,0
12,6,82.48627530780412,263,2,15.581878340395498,0,16.29105740422287,0,1
17,0,91.13408846861967,150,1,38.471435898672894,-1,6.284936409199593,1,1
5,6,80.55228359044199,148,2,46.532290881467915,0,27.863148690981667,1,1
12,3,77.80137581052396,325,2,92.87758827516295,1,4.541836814165311,0,0
13,4,79.83031065895328,304,1,17.250471946448087,0,8.952192139682285,1,1
15,4,73.42403059790809,528,1,79.9420647759193,-1,23.497309956221187,0,1
7,3,77.68106687719994,97,3,45.5980956456667,0,21.904244156423246,0,1
6,10,100.0,121,2,83.01365647002349,0,20.166200467943916,1,1
14,1,71.04785487164959,254,0,56.20619667930592,0,8.619518306568192,1,0
13,5,78.65612399344829,296,2,13.535383495906908,0,20.841283214591968,2,1
13,2,77.35013604076372,332,3,95.15852962433549,-1,22.92064549926108,2,1
13,2,79.0339406530672,369,1,17.446065709106964,1,19.416910823860295,0,1
9,3,78.02512829345926,200,2,63.79151522803805,1,14.676368900916309,2,0
12,7,85.35088121465199,215,1,88.99009866401641,0,20.7709390793733,1,1
13,1,61.47789878329847,500,1,17.179281797517447,1,14.242251059080393,0,1
9,2,94.44605767038405,398,1,59.85040495744116,1,19.03928169202898,0,1
19,4,89.59099359570637,496,3,84.1860887972007,0,15.746139730316738,1,0
13,6,67.08554096724238,246,1,98.76922377812163,0,0.0,0,1
7,1,54.771072724571184,257,4,75.18946607326191,1,9.162743416660849,1,0
14,4,70.27513424630318,187,1,35.050093791696426,0,35.80460771438469,0,1
8,6,79.08800246287453,178,4,72.96132968608686,0,0.0,2,1
15,3,100.0,291,2,73.51900923768754,1,30.522366939143428,2,1
16,5,88.51908357969128,251,1,72.99694108941557,0,21.255292437004567,0,1
8,3,60.30892420982251,182,1,86.88343933837952,1,15.342233196902658,0,1
15,4,73.72413394118867,271,1,17.864205626754185,0,0.0,1,0
13,6,81.3614507647242,326,2,19.757786087389004,0,14.98850445660122,2,1
15,2,85.04420265157717,378,2,67.65554118030022,0,7.5367685902953685,0,0
19,3,66.22301367627492,380,2,95.8492986488369,0,26.889785216677367,0,1
11,3,80.38011726427527,242,2,51.925477502732136,1,8.333010128565132,0,1
8,4,73.38833034867352,185,2,96.45064314631077,0,12.241723020960706,1,1
8,9,68.75489724877221,251,1,94.42767335645385,1,17.461802338383123,0,1
8,6,85.11514776038744,190,2,91.26187644108876,0,8.554716893643183,0,1
11,6,91.28652608131387,347,0,91.88658773776767,0,24.585903186942275,0,1
13,5,92.09249532353944,385,1,90.84869139951874,1,12.041098784060082,2,1
13,1,88.89263621360651,384,2,83.7900445185264,-1,0.0,0,1
15,0,76.03156560231685,541,2,72.54810627447972,1,16.50766664191181,0,1
12,9,90.57459713756207,192,3,12.196736073334742,-1,23.07374143816311,0,1
17,2,85.70865325725146,360,0,21.902823294044723,1,29.38030886920464,3,0
10,5,83.60730259542416,391,2,22.080884907832043,0,20.52668967022764,1,1
22,4,74.65968253957843,504,0,12.118625585163088,1,26.531348786791828,0,1
14,2,76.03748647190166,34,4,20.5031591581273,1,19.907053801601204,1,1
8,4,82.88664323349465,187,2,92.77717902103957,-1,5.405832211128022,0,1
7,0,100.0,182,1,69.74238582197074,-1,7.1876570454479785,3,0
13,3,85.61490976109668,52,2,38.08657164658802,0,0.0,0,1
11,3,74.66573797299657,392,0,81.4024011013012,0,12.831453084089363,3,1
14,4,72.01132666036669,270,0,53.953253825936585,-1,21.528198911803372,1,1
13,2,76.09880064812556,359,3,22.791433322428894,-1,0.0,0,1
11,1,100.0,255,1,89.60518731038434,0,27.939738745059607,0,1
8,0,77.20892024864845,117,0,40.479575161282526,-1,13.972075002626383,1,1
5,2,92.88244641532341,82,1,72.89733074769048,1,6.036195489977619,2,1
10,6,77.48886105434373,175,0,36.153474444964665,1,0.0,2,1
15,3,85.13421449535555,505,0,55.006412560642,1,31.61053976034506,1,0
12,4,91.50094328810466,285,4,83.4627440377374,-1,26.82097038550029,0,1
7,4,75.13716580228092,145,1,24.109961178193092,-1,10.965922379304903,0,1
12,2,74.30666015016676,210,5,97.95262557153505,0,24.29009028597683,1,1
13,3,100.0,449,2,16.319433057465357,1,12.904432023070425,1,0
8,3,93.81511473874957,293,2,58.060801876645364,0,8.955674388419308,3,0
12,4,91.48806782428873,413,1,92.44229674167532,0,8.467547763033487,1,0
12,4,91.44731551747498,347,1,95.11244963942728,-1,12.678581467718839,0,1
7,1,87.51490585973278,191,3,30.88980665917984,0,11.014447783487352,0,1
13,5,100.0,198,0,22.958648309332776,0,15.614663379218564,0,0
14,3,82.52689962252587,322,1,75.19627002861019,-1,31.083461057286147,1,1
16,6,88.92714840641104,312,2,13.777621144861339,0,37.78336899957568,1,1
16,3,64.58904485687185,166,0,53.67150721272829,0,2.974368639723732,0,1
6,8,72.10047176090511,200,0,81.67197041138637,0,19.594612998204095,0,1
8,4,67.59017200197951,155,0,60.42292520651505,0,17.096300839182863,0,1
14,8,97.28876300219379,483,1,26.92119391966045,1,20.30467490452599,0,0
14,4,51.369518175751004,448,1,53.83398695229669,0,10.498195772683005,2,1
14,4,77.17227972696733,412,0,92.91472448040037,0,20.441076535168715,0,1
27,5,46.07552076807253,800,1,65.54916802398492,1,1.2031774087382594,0,1
14,5,72.02454525421732,281,2,74.93415648121179,1,48.822428762351635,3,1
16,4,76.10861260321761,637,2,40.263749169626344,0,17.90609169461404,0,1
15,2,98.61845312552853,380,0,26.963539765085596,-1,22.30029531206208,0,1
14,3,86.75953527065748,383,1,33.007800690964324,1,3.817438553503978,1,0
10,5,72.0023017200524,198,2,57.985983438426544,-1,8.048518299729343,1,1
15,0,94.79156463678191,263,3,35.21981382496334,1,0.31417783511112063,1,0
8,2,82.21398705435709,230,1,58.7768308683491,-1,29.56285288912995,1,1
11,4,82.45080230448703,294,5,73.70127346385593,1,3.9030199815101696,1,1
10,4,67.5679419067361,186,1,76.09562885532713,0,13.111555449966302,0,1
12,3,70.11983543316234,161,1,24.82164456949841,1,13.555591639216194,0,1
21,4,72.0988324006537,311,1,77.53877639504768,0,19.732027780727616,1,0
4,9,82.55753527785028,138,0,70.54193256331232,1,2.0757965563778846,1,0
14,0,82.9346287237681,281,2,11.080462003183602,-1,23.596129393798343,0,1
5,4,100.0,111,1,15.298495758077575,0,27.44981112814387,1,1
10,0,86.62066201525401,366,1,68.16245516743423,-1,8.399505094946282,3,0
16,5,49.50921167593471,256,0,44.53335096073387,1,14.634085748662162,1,1
12,4,85.15170385446028,230,2,23.149359961809928,0,21.265452686801467,1,1
7,4,64.5998037259896,131,2,13.995690325266992,0,17.55572805037201,2,1
9,3,70.40834890466157,341,0,24.345850660518778,0,5.002805177900608,1,1
14,5,72.25396633928403,573,1,96.1762567889455,1,22.012639250384478,0,1
9,4,74.03994011785238,279,3,75.48090774138727,0,30.126942580929402,0,1
12,2,65.49820729551637,375,1,57.49348788408645,0,30.095516743053913,0,1
12,7,84.44178404142745,244,2,94.73864500491327,1,20.752749333622717,0,1
9,5,65.07037257890849,365,1,65.71993939134435,1,22.659729081545613,2,1
20,2,86.28001128699816,542,0,75.30806694526005,-1,11.108119188839723,1,0
14,8,100.0,445,3,35.43866366552849,-1,5.827620841679106,0,0
3,1,66.04769129279123,72,1,63.008365923027625,-1,14.31292433295438,2,1
12,4,78.58587634792933,274,2,22.912951986805624,0,37.64436147945887,1,1
9,4,51.71851164985036,344,8,46.40348306779978,0,9.690031504413874,2,1
15,1,78.3887764843584,439,0,12.991629248794911,0,19.344131504341494,0,1
8,3,89.7126058315778,292,3,29.496527882441242,1,18.777625802011492,1,0
11,3,90.6476707762872,297,3,16.73817664804072,0,11.256800807457813,0,1
14,6,82.92836476340916,254,2,44.90009375565082,1,29.836257436653334,1,0
15,4,92.67116109710771,304,1,85.87316481746412,0,30.888104138074496,4,0
7,4,100.0,180,0,44.014069571054776,-1,41.67057230830454,1,1
10,1,100.0,199,1,84.8475663395179,0,7.0159434257904305,0,0
10,6,75.72974884708435,161,0,69.08484813209986,1,19.07097229598012,1,1
9,3,64.58675216239914,311,3,55.8576501967745,-1,15.885588620767797,1,1
19,3,77.12618300111436,392,5,31.32025239351975,0,8.135864103557186,1,0
13,3,70.63620681259182,339,1,92.99404835597372,-1,8.338127157296134,0,1
6,4,87.4161705743756,164,1,14.878072795782995,0,16.668255714642957,1,1
15,6,67.82567752684602,304,0,72.00217159289338,0,10.330730740160785,2,1
20,7,81.12613080891589,732,0,65.9115903528432,1,5.203441972810857,0,0
16,2,92.05616865443572,257,1,49.69373700308741,1,16.235835956091783,0,1
5,3,80.79164952619388,135,2,31.62888597633448,0,3.9372487339460136,0,0
10,3,70.64423412702644,269,1,48.76263431607402,1,10.336444217143315,1,1
17,4,96.0977686910283,417,2,88.54954529980786,0,18.617611077617177,0,0
9,4,59.45222866295407,131,2,85.30894992294587,1,13.649054004166874,1,1
13,3,78.06645932947045,415,2,94.72431249793263,0,12.425794223107257,1,1
15,5,81.50007971942398,464,1,37.701388596272324,1,33.088565317228074,0,1
8,5,82.19090390079558,156,1,44.839374253198564,1,29.02622953327437,2,1
11,4,84.16595267293698,337,2,11.685353739387699,1,15.824570298975845,2,0
1,8,89.32527783771391,27,1,94.86549952480074,-1,4.856828190207882,0,1
7,4,81.5751107314558,103,1,39.64510826355419,0,23.107593597556704,0,1
10,3,77.58330061427583,181,3,46.37474393796939,1,40.26179449144864,0,1
7,5,77.10892786408365,238,1,91.70241503026551,1,28.64992368350201,0,1
18,9,74.66181037553974,494,3,57.39385871501319,0,1.998791127099702,1,1
6,5,91.45051989192238,122,1,60.95570875799302,-1,13.023590110614451,1,1
10,2,74.24165824628183,181,2,25.860955433582514,0,7.670166567406271,0,1
12,5,92.16125330809894,250,3,54.8794018736789,0,5.739279723095221,1,0
17,2,82.22798898711845,364,0,92.63877408178968,1,26.350443777750293,3,1
6,2,75.74494231772644,109,1,60.28462792971334,1,26.139658216309158,2,1
16,5,89.42088658892962,177,2,32.96047281757822,-1,32.754419096780154,2,0
12,2,73.27055290332258,409,2,12.806277772128656,1,21.783490301314178,0,0
8,5,89.65820848873855,262,1,40.267159610866116,-1,14.552207764451163,1,0
13,1,84.55271345430143,192,3,61.533182265801216,0,16.878917997411225,0,0
12,3,74.84410373089695,313,1,13.835195953374711,-1,5.944185035532556,1,1
9,3,88.34361778401471,160,4,64.88133195620406,1,28.700994866880023,1,0
12,2,88.55907670826366,274,2,57.107244440630154,1,7.58794965361832,0,0
10,6,95.8902352697195,222,4,80.50919222499138,0,10.91391786115984,1,0
12,2,93.59376414891155,258,1,12.599935504476566,0,11.963064038936821,0,1
14,0,87.89528824871539,574,1,80.27626103368637,-1,0.0,0,0
18,5,68.46890858549484,386,2,56.87893411822962,0,23.67562151679973,0,1
7,2,100.0,129,1,43.34763995017403,0,5.522634216321832,2,1
20,5,65.15660546713828,377,2,96.88446787229417,-1,21.894901967413226,1,1
4,1,93.39115809138771,133,3,24.410759251244773,1,10.514399782586267,1,0
11,5,87.17540580263558,129,4,58.719260718199585,0,10.425812154839775,1,0
14,5,67.91029153022663,264,1,38.88833262332306,0,3.894287848261989,1,0
13,5,80.508388733458,475,1,57.47377409158022,-1,28.884386811550904,0,1
9,8,81.05496536506432,242,0,59.704790732237086,-1,31.112357579255075,0,1
11,4,97.66699258972628,291,0,18.050342358236122,0,24.998887126522746,1,1
10,5,73.44026919663746,420,1,69.50216322265148,0,17.651115008012457,0,1
9,6,78.85665992290775,242,1,67.10333463271107,0,16.357184046929536,2,1
15,5,53.967164739744845,290,2,79.25205471710176,1,25.865927093728473,0,1
13,4,100.0,295,0,18.15926442932539,0,13.743093797373813,0,1
9,2,69.15438108375915,143,1,36.753269221331905,0,28.176548508270344,1,1
15,7,85.9229303708701,525,2,68.50995397552911,1,5.373703720266871,0,1
13,2,80.78310604333764,384,1,22.305774332404763,0,24.815823325972545,1,0
15,4,80.82398839859992,509,2,70.98383897095981,0,27.85092823747467,0,1
14,3,91.7183438184505,485,2,15.31240397383807,0,4.0188687778917505,1,0
8,4,100.0,173,1,40.1438397663665,-1,6.609709640938748,2,1
9,5,85.0179240393039,156,4,86.20400100992671,-1,14.55528920209556,1,0
14,2,89.86093621156631,344,1,79.68621613430442,0,19.23122367351821,1,1
14,7,85.94669844072449,252,3,68.02846437043792,1,8.824050190468343,0,1
11,2,94.21037708716752,289,3,88.3412574962591,1,15.921969165877305,0,0
12,5,76.44500344616408,408,0,73.83425897549805,0,0.0,1,0
17,1,94.90468665299697,402,5,56.74375946897227,0,22.649923456034088,0,0
9,3,95.3259983877686,235,3,98.1745750347208,0,23.120350668947104,1,1
14,1,94.99044410419492,339,1,72.53704718103876,0,30.209996491393756,0,1
11,4,74.0782255919623,345,1,64.12304591317027,-1,20.737737724280198,2,0
11,5,79.9799483891537,216,2,46.79835048582082,0,11.299313477602247,0,1
16,5,84.87360386536523,118,3,91.21712487211454,0,4.856721113577816,0,0
15,3,65.54989546205194,431,1,36.61381860444935,-1,6.868610182564506,0,1
15,4,100.0,493,1,10.829763478981242,-1,14.111793505741307,1,0
17,4,81.85268159797388,485,0,27.706647018912395,0,6.531625212022615,1,0
12,9,85.40713465125665,238,0,19.856574274812324,0,7.315782462567565,1,0
14,5,75.07594672327356,222,1,38.70943967557649,0,14.622264305654902,1,1
10,5,66.07746928759573,289,0,84.32908097126095,-1,0.0,1,1
13,7,74.75164137430275,339,0,68.63767168285067,-1,5.092366270510437,0,1
11,3,84.63045025160307,263,1,25.208253031034126,0,17.184344950576847,1,1
12,2,90.08114575304432,474,0,80.99395489831046,-1,17.664998672778076,1,0
14,7,83.94149848723264,243,2,55.379787948946245,0,23.648830321968386,1,1
8,7,86.1606881949034,313,3,56.144316170646725,-1,16.54948560826834,0,1
20,5,77.95568350382348,505,2,42.590096288278595,1,15.309248206733978,0,0
7,6,87.95498279494514,72,1,87.81547283398211,0,21.370310606037286,1,1
7,5,99.79399439663088,164,3,38.64945734702134,0,16.903017898683633,1,0
16,2,90.45747330926784,522,1,18.47257846027198,-1,5.278942939500311,0,0
15,5,91.71450265903528,331,4,37.245609457475055,-1,7.004448020112534,0,0
14,7,85.52819679167958,184,1,74.38181916410971,-1,31.765765669516448,1,1
14,6,63.96213916480478,331,1,69.1823698122996,1,47.16983586790188,0,1
11,2,69.46400163242508,199,2,26.921543819822006,1,22.36100555840965,0,1
8,6,87.45850960796612,231,3,20.06058691944478,-1,4.915861099423299,0,1
12,3,81.86873137647898,374,0,69.47791825615717,0,33.989653346916114,0,0
9,5,87.27811463767394,148,1,70.8739152089421,0,10.697646646607492,0,1
15,4,100.0,290,0,42.953467348951364,-1,19.24907632534393,1,0
11,2,90.71243199075201,341,1,85.85212451761717,1,14.795978928739558,0,1
8,5,97.10663446891385,145,2,98.03846834199251,-1,16.859811164947086,1,1
10,6,83.13617667364876,163,2,28.508070110445587,0,10.597176166197869,1,1
13,6,72.31341187018673,202,2,61.93618441354255,0,27.97884453957307,0,1
9,3,81.30560608942791,250,4,10.481169610354526,0,13.155503266468992,0,0
8,4,72.34297823537034,219,1,74.17489564236587,1,21.126977170240863,1,1
12,4,100.0,234,2,47.2853902206986,1,20.91076235420115,0,1
12,5,91.48469291842564,300,0,27.394230421284835,1,13.895704792642356,1,0
9,2,88.24614995953935,334,1,77.69997295879385,0,0.0,0,0
10,1,96.83131842673724,172,3,82.95839178004726,-1,6.725847859141833,2,0
12,1,57.759323025721294,112,3,20.004985105834358,1,22.119749404149303,0,1
6,7,89.05765541611191,171,0,13.68961856542306,1,18.07416529182253,2,1
6,7,66.27225058834753,144,2,40.06705975022055,0,6.849687358558256,1,1
9,5,81.91293161841206,173,1,66.3391419184932,1,15.437031926948057,3,1
11,5,78.25950889039342,332,1,81.40775744697697,-1,17.096542658287053,0,0
13,2,89.94083934516337,412,4,59.145624696741194,0,20.827623495047128,0,0
17,1,84.73824746753147,124,0,62.26738986762825,-1,33.20266331029392,1,1
15,6,98.14140608334147,296,0,81.9872399577602,0,0.0,1,0
11,3,74.77723406880864,478,0,57.59590367968834,1,27.10696840043054,0,1
11,3,90.50937267559941,326,1,65.00390412036705,0,17.17187307280484,1,0
7,3,83.94667860278598,212,3,56.45956059789034,1,4.6973204281813885,1,1
11,2,62.37651675914137,378,1,89.24124100309336,0,16.648859668036064,0,1
10,4,70.9766024977236,251,2,31.196495672658,0,29.4641298775778,3,1
13,3,80.20146359773398,407,1,33.75942260864584,1,32.45695524291668,1,1
8,7,95.34750939870074,245,0,21.516531544164316,-1,4.788402443664655,0,1
14,4,87.56467669068537,410,3,83.75200763449796,1,6.513989325694732,0,0
18,3,67.98999011343143,403,2,47.05995615061216,-1,2.0700348661414942,0,1
11,5,80.31620526343409,290,2,41.310454679311945,0,17.33020161835592,0,0
13,2,100.0,263,1,98.32138453784405,0,17.823537032681088,0,0
14,4,83.3346800180903,351,0,93.41230297958069,1,24.874944315118807,0,1
10,3,78.07209309913125,156,2,97.47889139122853,0,19.413133697044564,1,1
12,5,87.90087568907465,224,2,22.806909708282355,0,23.93496763223529,1,1
